5000, -7.90245880193047e-005,-7.90244490844972e-005,7.90244540516655e-005,-9.06942136212852e-021,7.90244490844972e-005,1.27059346294588e-010,-7.90245825369914e-005,-7.90244540516655e-005,-1.26723801883188e-010,7.90245693087393e-005,-1.27059346294588e-010,1.26723801883188e-010,3.35551711801987e-013,9.06942136212852e-021,6.55849964486577e-005,-6.55849967901712e-005,7.90245825369914e-005,-6.55849964486577e-005,-1.34395897615252e-005,-7.90245693087393e-005,6.55849967901712e-005,1.3439591570647e-005,-3.35551711801987e-013,1.34395897615252e-005,-1.3439591570647e-005
5500, -7.91167330704247e-005,-7.91166159809953e-005,7.91166206889032e-005,-4.32626555277987e-020,7.91166159809953e-005,1.07265984880369e-010,-7.91167242871135e-005,-7.91166206889032e-005,-1.07100102080769e-010,7.91167166973906e-005,-1.07265984880369e-010,1.07100102080769e-010,1.65890133412593e-013,4.32626555277987e-020,6.51553815483566e-005,-6.51553808435845e-005,7.91167242871135e-005,-6.51553815483566e-005,-1.39613509240519e-005,-7.91167166973906e-005,6.51553808435845e-005,1.39613515220681e-005,-1.65890133412593e-013,1.39613509240519e-005,-1.39613515220681e-005
6000, -7.93288831585175e-005,-7.9328809383449e-005,7.93288131643924e-005,-7.36027167089969e-021,7.9328809383449e-005,6.75837210797453e-011,-7.93288963115079e-005,-7.93288131643924e-005,-6.73285471123328e-011,7.93288766127558e-005,-6.75837210797453e-011,6.73285471123328e-011,2.55189402065994e-013,7.36027167089969e-021,6.52946139719321e-005,-6.52946190939623e-005,7.93288963115079e-005,-6.52946139719321e-005,-1.40342671745971e-005,-7.93288766127558e-005,6.52946190939623e-005,1.40342691865853e-005,-2.55189402065994e-013,1.40342671745971e-005,-1.40342691865853e-005
6500, -7.93330855709788e-005,-7.93330484424967e-005,7.93330511224308e-005,-4.78585673630693e-021,7.93330484424967e-005,3.43073583220505e-011,-7.93330705376492e-005,-7.93330511224308e-005,-3.41175797200412e-011,7.9333078733343e-005,-3.43073583220505e-011,3.41175797200412e-011,1.89783063276077e-013,4.78585673630693e-021,6.5241273674701e-005,-6.52412674559532e-005,7.93330705376492e-005,-6.5241273674701e-005,-1.40918127515228e-005,-7.9333078733343e-005,6.52412674559532e-005,1.40918118962778e-005,-1.89783063276077e-013,1.40918127515228e-005,-1.40918118962778e-005
7000, -7.96924192472917e-005,-7.96924037519981e-005,7.96924087912026e-005,-4.69221089644961e-021,7.96924037519981e-005,1.25744290617263e-011,-7.96924214258548e-005,-7.96924087912026e-005,-1.2546314445719e-011,7.96924213211157e-005,-1.25744290617263e-011,1.2546314445719e-011,2.81123293361514e-014,4.69221089644961e-021,6.5593311753588e-005,-6.55933030167839e-005,7.96924214258548e-005,-6.5593311753588e-005,-1.4099108884748e-005,-7.96924213211157e-005,6.55933030167839e-005,1.40991074937037e-005,-2.81123293361514e-014,1.4099108884748e-005,-1.40991074937037e-005
7500, -7.96924205972438e-005,-7.96924258325473e-005,7.96924085017157e-005,-7.39150684640752e-023,7.96924258325473e-005,2.14900938887035e-012,-7.96924214669326e-005,-7.96924085017157e-005,-2.14207859017712e-012,7.96924412238787e-005,-2.14900938887035e-012,2.14207859017712e-012,6.9302631016015e-015,7.39150684640752e-023,6.55933120649848e-005,-6.55933073016214e-005,7.96924214669326e-005,-6.55933120649848e-005,-1.40991091845659e-005,-7.96924412238787e-005,6.55933073016214e-005,1.4099108532259e-005,-6.9302631016015e-015,1.40991091845659e-005,-1.4099108532259e-005
8000, -9.86748641696188e-008,-9.86746831915554e-008,9.86746484585749e-008,-1.80800951676567e-026,9.86746831915554e-008,1.43250465789765e-013,-9.867491377006e-008,-9.86746484585749e-008,-1.43059398654132e-013,9.86748305366655e-008,-1.43250465789765e-013,1.43059398654132e-013,1.91078440448229e-016,1.80800951676567e-026,9.2233279976718e-009,-9.22332787421617e-009,9.867491377006e-008,-9.2233279976718e-009,-8.94514945490917e-008,-9.86748305366655e-008,9.22332787421617e-009,8.9451536171947e-008,-1.91078440448229e-016,8.94514945490917e-008,-8.9451536171947e-008
8500, -2.78752503161019e-010,-2.78752307429179e-010,2.78752205173837e-010,-3.43093569089761e-025,2.78752307429179e-010,1.68761191396333e-016,-2.787524708175e-010,-2.78752205173837e-010,-1.14469968270553e-016,2.78752407860508e-010,-1.68761191396333e-016,1.14469968270553e-016,5.42913299399058e-017,3.43093569089761e-025,2.21871172355286e-010,-2.21871364440361e-010,2.787524708175e-010,-2.21871172355286e-010,-5.6881287028876e-011,-2.78752407860508e-010,2.21871364440361e-010,5.68813308057333e-011,-5.42913299399058e-017,5.6881287028876e-011,-5.68813308057333e-011
9000, -9.1303299172915e-009,-9.1301441547884e-009,9.13017199349502e-009,-3.74825044218473e-023,9.1301441547884e-009,2.54478571525725e-013,-9.13039844898121e-009,-9.13017199349502e-009,-1.99165858300584e-013,9.13034334833633e-009,-2.54478571525725e-013,1.99165858300584e-013,5.5312706388947e-014,3.74825044218473e-023,8.73355153942535e-009,-8.73354604311207e-009,9.13039844898121e-009,-8.73355153942535e-009,-3.96849533769702e-010,-9.13034334833633e-009,8.73354604311207e-009,3.96778377866151e-010,-5.5312706388947e-014,3.96849533769702e-010,-3.96778377866151e-010
9500, -2.33937808985387e-005,-2.33937817064324e-005,2.33937858192606e-005,-2.36474938072569e-023,2.33937817064324e-005,1.3881857869537e-013,-2.33937777422008e-005,-2.33937858192606e-005,-1.24530730116159e-013,2.33937805922767e-005,-1.3881857869537e-013,1.24530730116159e-013,1.42878522892045e-014,2.36474938072569e-023,2.01893380266581e-005,-2.01893355490124e-005,2.33937777422008e-005,-2.01893380266581e-005,-3.20444297421282e-006,-2.33937805922767e-005,2.01893355490124e-005,3.20444287188065e-006,-1.42878522892045e-014,3.20444297421282e-006,-3.20444287188065e-006
10000, -7.24513338979507e-005,-7.24513335270803e-005,7.24513242447516e-005,-1.41363225878608e-023,7.24513335270803e-005,3.4757004063151e-014,-7.24513227977875e-005,-7.24513242447516e-005,-3.45716914695736e-014,7.24513392318076e-005,-3.4757004063151e-014,3.45716914695736e-014,1.85308409158921e-016,1.41363225878608e-023,6.58904059574412e-005,-6.58904023669528e-005,7.24513227977875e-005,-6.58904059574412e-005,-6.56092789589995e-006,-7.24513392318076e-005,6.58904023669528e-005,6.56092794050951e-006,-1.85308409158921e-016,6.56092789589995e-006,-6.56092794050951e-006
10500, -7.56285011524779e-005,-7.56285027175617e-005,7.56284918603372e-005,-1.49742151366279e-020,7.56285027175617e-005,8.20914510481825e-016,-7.56284954639191e-005,-7.56284918603372e-005,-6.8636151575274e-016,7.56285077881274e-005,-8.20914510481825e-016,6.8636151575274e-016,1.34567133531582e-016,1.49742151366279e-020,6.37568284299817e-005,-6.37568251112806e-005,7.56284954639191e-005,-6.37568284299817e-005,-1.18716739206723e-005,-7.56285077881274e-005,6.37568251112806e-005,1.18716727224962e-005,-1.34567133531582e-016,1.18716739206723e-005,-1.18716727224962e-005
11000, -7.59344222628892e-005,-7.59344237996871e-005,7.5934418622836e-005,-6.17011186236278e-022,7.59344237996871e-005,1.91494721135586e-017,-7.59344120266365e-005,-7.5934418622836e-005,-8.4458005243314e-018,7.59344236006799e-005,-1.91494721135586e-017,8.4458005243314e-018,1.07034661301364e-017,6.17011186236278e-022,6.38064820726325e-005,-6.3806477945377e-005,7.59344120266365e-005,-6.38064820726325e-005,-1.21279412717421e-005,-7.59344236006799e-005,6.3806477945377e-005,1.21279401902567e-005,-1.07034661301364e-017,1.21279412717421e-005,-1.21279401902567e-005
11500, -7.6059768339221e-005,-7.60597588837793e-005,7.60597657941581e-005,-5.69707227241507e-023,7.60597588837793e-005,2.45966344867658e-018,-7.60597777591244e-005,-7.60597657941581e-005,-3.61341106726721e-019,7.60597658302176e-005,-2.45966344867658e-018,3.61341106726721e-019,2.10591329929081e-018,5.69707227241507e-023,6.42508264794247e-005,-6.42508256757613e-005,7.60597777591244e-005,-6.42508264794247e-005,-1.18089416026701e-005,-7.60597658302176e-005,6.42508256757613e-005,1.18089418597964e-005,-2.10591329929081e-018,1.18089416026701e-005,-1.18089418597964e-005
12000, -7.68129327102485e-005,-7.68129333948676e-005,7.68129281338049e-005,-6.63366350809246e-024,7.68129333948676e-005,8.0359125211019e-017,-7.68129394684073e-005,-7.68129281338049e-005,-4.48377132854689e-019,7.68129288072674e-005,-8.0359125211019e-017,4.48377132854689e-019,7.99245096460242e-017,6.63366350809246e-024,6.48186947430476e-005,-6.48187001485067e-005,7.68129394684073e-005,-6.48186947430476e-005,-1.19942359533003e-005,-7.68129288072674e-005,6.48187001485067e-005,1.1994237967201e-005,-7.99245096460242e-017,1.19942359533003e-005,-1.1994237967201e-005
12500, -7.69517841779294e-005,-7.69517959899207e-005,7.69517765548761e-005,-1.04357950964254e-023,7.69517959899207e-005,5.14206375604035e-018,-7.69517807852806e-005,-7.69517765548761e-005,2.98346887383276e-018,7.69517981155885e-005,-5.14206375604035e-018,-2.98346887383276e-018,8.12455338457186e-018,1.04357950964254e-023,6.49571646745097e-005,-6.49571624269777e-005,7.69517807852806e-005,-6.49571646745097e-005,-1.19946211850112e-005,-7.69517981155885e-005,6.49571624269777e-005,1.19946195034197e-005,-8.12455338457186e-018,1.19946211850112e-005,-1.19946195034197e-005
13000, -7.75386213599951e-005,-7.75386210822569e-005,7.75386277791086e-005,-2.65038904261703e-022,7.75386210822569e-005,7.28865225702809e-018,-7.75386223575729e-005,-7.75386277791086e-005,2.84477215594505e-017,7.75386116012904e-005,-7.28865225702809e-018,-2.84477215594505e-017,3.57351315255414e-017,2.65038904261703e-022,6.44990405509708e-005,-6.44990479821889e-005,7.75386223575729e-005,-6.44990405509708e-005,-1.30395789957065e-005,-7.75386116012904e-005,6.44990479821889e-005,1.30395808090243e-005,-3.57351315255414e-017,1.30395789957065e-005,-1.30395808090243e-005
13500, -7.9081526455296e-005,-7.90815291043741e-005,7.90815333038257e-005,-4.25316858744634e-021,7.90815291043741e-005,7.62596286416732e-018,-7.90815374395715e-005,-7.90815333038257e-005,3.53606020113283e-017,7.90815279393549e-005,-7.62596286416732e-018,-3.53606020113283e-017,4.29808758461421e-017,4.25316858744634e-021,6.62443441646431e-005,-6.62443430853341e-005,7.90815374395715e-005,-6.62443441646431e-005,-1.28371817923046e-005,-7.90815279393549e-005,6.62443430853341e-005,1.28371822906529e-005,-4.29808758461421e-017,1.28371817923046e-005,-1.28371822906529e-005
14000, -8.03769319160259e-005,-8.03769265555929e-005,8.03769294673127e-005,-3.52688162316603e-021,8.03769265555929e-005,2.04291310454546e-019,-8.03769326068044e-005,-8.03769294673127e-005,4.4512207299907e-018,8.03769387510095e-005,-2.04291310454546e-019,-4.4512207299907e-018,4.68295395167103e-018,3.52688162316603e-021,6.72433866961909e-005,-6.72433810565558e-005,8.03769326068044e-005,-6.72433866961909e-005,-1.31335461988397e-005,-8.03769387510095e-005,6.72433810565558e-005,1.31335452198349e-005,-4.68295395167103e-018,1.31335461988397e-005,-1.31335452198349e-005
14500, -8.03791555668604e-005,-8.03791622809987e-005,8.03791590903572e-005,-7.10442211293426e-022,8.03791622809987e-005,1.15921979546464e-018,-8.03791558666468e-005,-8.03791590903572e-005,2.76784248429711e-018,8.03791553064323e-005,-1.15921979546464e-018,-2.76784248429711e-018,3.76285204481011e-018,7.10442211293426e-022,6.70877375668194e-005,-6.70877398518312e-005,8.03791558666468e-005,-6.70877375668194e-005,-1.32914175056874e-005,-8.03791553064323e-005,6.70877398518312e-005,1.3291418000041e-005,-3.76285204481011e-018,1.32914175056874e-005,-1.3291418000041e-005
15000, -8.03831638157826e-005,-8.03831704675836e-005,8.03831550479307e-005,-6.16315164824453e-023,8.03831704675836e-005,5.42566814266845e-018,-8.03831459072777e-005,-8.03831550479307e-005,7.62462253047178e-017,8.0383152895869e-005,-5.42566814266845e-018,-7.62462253047178e-017,8.16644214951264e-017,6.16315164824453e-023,6.70910823490459e-005,-6.70910879659425e-005,8.03831459072777e-005,-6.70910823490459e-005,-1.32920802461846e-005,-8.0383152895869e-005,6.70910879659425e-005,1.32920814667367e-005,-8.16644214951264e-017,1.32920802461846e-005,-1.32920814667367e-005
15500, -8.03831638157826e-005,-8.03831704675836e-005,8.03831550479307e-005,-7.11768307849259e-021,8.03831704675836e-005,1.18481994504271e-018,-8.03831459072777e-005,-8.03831550479307e-005,5.20604608933693e-017,8.0383152895869e-005,-1.18481994504271e-018,-5.20604608933693e-017,5.32217789894852e-017,7.11768307849259e-021,6.70910823490459e-005,-6.70910879659425e-005,8.03831459072777e-005,-6.70910823490459e-005,-1.32920802461846e-005,-8.0383152895869e-005,6.70910879659425e-005,1.32920814667367e-005,-5.32217789894852e-017,1.32920802461846e-005,-1.32920814667367e-005
16000, -8.01726742292395e-005,-8.01726635058133e-005,8.01726782430339e-005,-4.44298036652222e-022,8.01726635058133e-005,2.23739912487018e-017,-8.01726692981214e-005,-8.01726782430339e-005,1.19839448226816e-015,8.01726593684379e-005,-2.23739912487018e-017,-1.19839448226816e-015,1.22081087572398e-015,4.44298036652222e-022,6.68871523492213e-005,-6.6887153559395e-005,8.01726692981214e-005,-6.68871523492213e-005,-1.32855213220034e-005,-8.01726593684379e-005,6.6887153559395e-005,1.32855218800182e-005,-1.22081087572398e-015,1.32855213220034e-005,-1.32855218800182e-005
16500, -3.14401160856042e-010,-3.14382243506695e-010,3.14382267232377e-010,-3.63159461633247e-024,3.14382243506695e-010,4.38933250260775e-019,-3.14382232279178e-010,-3.14382267232377e-010,-2.18019423775571e-019,3.14382071518989e-010,-4.38933250260775e-019,2.18019423775571e-019,2.20914705844868e-019,3.63159461633247e-024,3.0753653772451e-010,-3.0751758462497e-010,3.14382232279178e-010,-3.0753653772451e-010,-6.86476202659108e-012,-3.14382071518989e-010,3.0751758462497e-010,6.86462313153245e-012,-2.20914705844868e-019,6.86476202659108e-012,-6.86462313153245e-012
17000, -2.75509603561298e-010,-2.76024497353201e-010,2.76024450146192e-010,-1.48960480350554e-024,2.76024497353201e-010,3.06538426046778e-020,-2.76024529514392e-010,-2.76024450146192e-010,-2.93396589598965e-020,2.76024486584705e-010,-3.06538426046778e-020,2.93396589598965e-020,1.31420515119257e-021,1.48960480350554e-024,2.72001723384131e-010,-2.72516591851239e-010,2.76024529514392e-010,-2.72001723384131e-010,-3.50786954514121e-012,-2.76024486584705e-010,2.72516591851239e-010,3.50788017716671e-012,-1.31420515119257e-021,3.50786954514121e-012,-3.50788017716671e-012
17500, -1.20007021403878e-005,-1.20007009513239e-005,1.20006999021122e-005,-1.55942650058881e-022,1.20007009513239e-005,8.29386059542373e-018,-1.20007018738674e-005,-1.20006999021122e-005,-8.06164027064414e-018,1.2000702202742e-005,-8.29386059542373e-018,8.06164027064414e-018,2.06337459889595e-019,1.55942650058881e-022,1.19971424607052e-005,-1.19971409709547e-005,1.20007018738674e-005,-1.19971424607052e-005,-3.55967980940032e-009,-1.2000702202742e-005,1.19971409709547e-005,3.5596796825416e-009,-2.06337459889595e-019,3.55967980940032e-009,-3.5596796825416e-009
18000, -6.62219075920218e-005,-6.62219002532311e-005,6.62218959766609e-005,-5.56415907569886e-021,6.62219002532311e-005,9.10948581423992e-018,-6.62219010254403e-005,-6.62218959766609e-005,-8.17635932777468e-018,6.62219070549664e-005,-9.10948581423992e-018,8.17635932777468e-018,9.19068139967538e-019,5.56415907569886e-021,6.62212526808171e-005,-6.62212471920007e-005,6.62219010254403e-005,-6.62212526808171e-005,-6.5491497029078e-010,-6.62219070549664e-005,6.62212471920007e-005,6.54911204637315e-010,-9.19068139967538e-019,6.5491497029078e-010,-6.54911204637315e-010
18500, -7.4128206643995e-005,-7.4128202480037e-005,7.41282070107941e-005,-1.7534461940776e-019,7.4128202480037e-005,8.80181091161441e-018,-7.41281892123715e-005,-7.41282070107941e-005,-4.52307041580677e-018,7.41281927772564e-005,-8.80181091161441e-018,4.52307041580677e-018,4.29530626326029e-018,1.7534461940776e-019,7.41281375679389e-005,-7.41281358392146e-005,7.41281892123715e-005,-7.41281375679389e-005,-6.90761414192377e-011,-7.41281927772564e-005,7.41281358392146e-005,6.90760561229231e-011,-4.29530626326029e-018,6.90761414192377e-011,-6.90760561229231e-011
19000, -7.5092313358823e-005,-7.50923073269303e-005,7.50923001701674e-005,-1.01948154781514e-020,7.50923073269303e-005,1.62970056253076e-018,-7.50923121850676e-005,-7.50923001701674e-005,-1.58809960046861e-018,7.50923252942654e-005,-1.62970056253076e-018,1.58809960046861e-018,1.13062747798409e-019,1.01948154781514e-020,7.5092306527245e-005,-7.50923003153159e-005,7.50923121850676e-005,-7.5092306527245e-005,-6.83159318084717e-012,-7.50923252942654e-005,7.50923003153159e-005,6.83157796818904e-012,-1.13062747798409e-019,6.83159318084717e-012,-6.83157796818904e-012
19500, -7.5532374962958e-005,-7.5532364708689e-005,7.5532373153034e-005,-7.62477513002652e-021,7.5532364708689e-005,1.90903544339864e-018,-7.55323870197667e-005,-7.5532373153034e-005,-1.828072154815e-018,7.55323816470069e-005,-1.90903544339864e-018,1.828072154815e-018,8.25451988922215e-020,7.62477513002652e-021,7.55323699072502e-005,-7.55323677683663e-005,7.55323870197667e-005,-7.55323699072502e-005,-5.05570937659653e-012,-7.55323816470069e-005,7.55323677683663e-005,5.0557077642297e-012,-8.25451988922215e-020,5.05570937659653e-012,-5.0557077642297e-012
20000, -7.55411896230365e-005,-7.55411760780165e-005,7.55411812358621e-005,-1.74224813443829e-021,7.55411760780165e-005,5.92344528221971e-019,-7.55411836600078e-005,-7.55411812358621e-005,-5.81681715731439e-019,7.55411787726696e-005,-5.92344528221971e-019,5.81681715731439e-019,1.83839835918701e-020,1.74224813443829e-021,7.55411876629458e-005,-7.55411789693332e-005,7.55411836600078e-005,-7.55411876629458e-005,-1.96009179158062e-012,-7.55411787726696e-005,7.55411789693332e-005,1.96009065830543e-012,-1.83839835918701e-020,1.96009179158062e-012,-1.96009065830543e-012
20500, -7.55413178021099e-005,-7.55413156316571e-005,7.55413064296946e-005,-3.56338923561172e-022,7.55413156316571e-005,8.7690505428115e-021,-7.55412954610165e-005,-7.55413064296946e-005,-2.03180501141861e-020,7.5541316104576e-005,-8.7690505428115e-021,2.03180501141861e-020,4.89632528104834e-022,3.56338923561172e-022,7.55413112143495e-005,-7.55413039693275e-005,7.55412954610165e-005,-7.55413112143495e-005,-6.58776152571393e-012,-7.5541316104576e-005,7.55413039693275e-005,6.58776044176585e-012,-4.89632528104834e-022,6.58776152571393e-012,-6.58776044176585e-012
21000, -7.57178443034548e-005,-7.57178362952406e-005,7.5717834275571e-005,-3.6790913827381e-022,7.57178362952406e-005,8.76261649394155e-021,-7.57178375986064e-005,-7.5717834275571e-005,4.88154869575898e-020,7.57178480384416e-005,-8.76261649394155e-021,-4.88154869575898e-020,-6.34840670120196e-026,3.6790913827381e-022,7.57178347079438e-005,-7.57178235531817e-005,7.57178375986064e-005,-7.57178347079438e-005,-9.59551306426281e-012,-7.57178480384416e-005,7.57178235531817e-005,9.59551102966066e-012,6.34840670120196e-026,9.59551306426281e-012,-9.59551102966066e-012
21500, -7.57557079838956e-005,-7.5755707689991e-005,7.57556966331416e-005,-2.24963001135581e-019,7.5755707689991e-005,-9.05206434898613e-022,-7.57556889708643e-005,-7.57556966331416e-005,-6.35512810757217e-020,7.57557104800489e-005,9.05206434898613e-022,6.35512810757217e-020,1.20929047865366e-024,2.24963001135581e-019,7.57557007183856e-005,-7.57556898131804e-005,7.57556889708643e-005,-7.57557007183856e-005,-7.26551140719149e-012,-7.57557104800489e-005,7.57556898131804e-005,7.26551000274656e-012,-1.20929047865366e-024,7.26551140719149e-012,-7.26551000274656e-012
22000, -7.59444308686312e-005,-7.59444283057085e-005,7.59444347521404e-005,-1.12215235600176e-021,7.59444283057085e-005,-2.37460408846417e-020,-7.59444380816783e-005,-7.59444347521404e-005,-9.32953521215871e-020,7.59444253660853e-005,2.37460408846417e-020,9.32953521215871e-020,4.70337841633966e-024,1.12215235600176e-021,7.59444036611513e-005,-7.59443987709903e-005,7.59444380816783e-005,-7.59444036611513e-005,-2.72074805173989e-011,-7.59444253660853e-005,7.59443987709903e-005,2.72074799019831e-011,-4.70337841633966e-024,2.72074805173989e-011,-2.72074799019831e-011
22500, -7.59460393599086e-005,-7.59460417118317e-005,7.59460390677334e-005,-3.61074189393315e-021,7.59460417118317e-005,-1.65092784997166e-021,-7.59460182810037e-005,-7.59460390677334e-005,-3.49666883057957e-021,7.5946019924363e-005,1.65092784997166e-021,3.49666883057957e-021,2.86851427404316e-023,3.61074189393315e-021,7.59460143839581e-005,-7.59460131345632e-005,7.59460182810037e-005,-7.59460143839581e-005,-2.49759475474375e-011,-7.5946019924363e-005,7.59460131345632e-005,2.49759504794027e-011,-2.86851427404316e-023,2.49759475474375e-011,-2.49759504794027e-011
23000, -7.65118491720186e-005,-7.6511848208275e-005,7.65118556785329e-005,-3.1519862102531e-024,7.6511848208275e-005,-3.12627781233106e-020,-7.6511849597112e-005,-7.65118556785329e-005,-1.09688147948487e-020,7.65118493647365e-005,3.12627781233106e-020,1.09688147948487e-020,1.45876241080216e-023,3.1519862102531e-024,7.65115045176495e-005,-7.65114958839588e-005,7.6511849597112e-005,-7.65115045176495e-005,-3.44654398448541e-010,-7.65118493647365e-005,7.65114958839588e-005,3.44654369058379e-010,-1.45876241080216e-023,3.44654398448541e-010,-3.44654369058379e-010
23500, -7.65125767330207e-005,-7.65125739928031e-005,7.65125731491606e-005,-5.77858106861059e-023,7.65125739928031e-005,2.64250724104886e-020,-7.65125755337332e-005,-7.65125731491606e-005,-1.08636895180105e-021,7.65125946937353e-005,-2.64250724104886e-020,1.08636895180105e-021,9.56702941143648e-024,5.77858106861059e-023,7.65080780411726e-005,-7.65080720271233e-005,7.65125755337332e-005,-7.65080780411726e-005,-4.49869181974037e-009,-7.65125946937353e-005,7.65080720271233e-005,4.49869184811487e-009,-9.56702941143648e-024,4.49869181974037e-009,-4.49869184811487e-009
